"UID","SCORE","CLASS"
"87e0ba11-0952-4a19-ac2a-4cce639a79be","513.0",STANDARD
e24deaaf-82ac-4091-b19f-2098581a873e,"547.0",PREMIUM
ad176c3a-20e3-4b83-9889-0db21cf35757,"680.0",STANDARD
"2dd2ac96-46c3-47c3-9345-dc9460c232f5","691.0",STANDARD
"7af45790-370c-477b-83b4-9b89723f837a","616.0",STANDARD
"911f5f39-09e9-4e49-a371-2185cfe10f2f","489.0",STANDARD
ddded0f9-2390-498a-be35-cc1eae9fe812,"534.0",STANDARD
a138d9e9-9efb-4f4f-a580-d45151b4c9a3,"644.0",STANDARD
"9b5aef42-9afa-4858-8e0c-21089d01e2b7","544.0",PREMIUM
b397832e-37f2-4d7d-946c-50e7f279b3b9,"513.0",PREMIUM
"6a380ada-7150-4e57-ab3a-2576e9c797c7","549.0",STANDARD
"2166d129-a34a-4cee-b6b6-18419163ff60","670.0",PREMIUM
d3f8b7ca-d1f5-4210-9b2c-27007853c949,"615.0",STANDARD
"450b46d9-a2a4-47c3-ae4d-098b45caed53","574.0",PREMIUM
"1ba5134a-98c0-451d-b0be-637428be5495","691.0",STANDARD
"84db1e1a-c58c-429f-b761-c8943736fe84","684.0",PREMIUM
d05f0a5a-d054-4a58-b0f3-b86ef30a2cfb,"545.0",STANDARD
"63ef0946-457a-4dc9-b2c3-cdc2466b3598","536.0",PREMIUM
"513efbe5-0f4e-4daf-990d-d1ac0b15bf0b","681.0",STANDARD
f28eef36-fa65-4132-bc57-4bcd3e1f7277,"584.0",STANDARD
d18d1b5c-90b5-4009-a49d-7572fd5cfa41,"568.0",STANDARD
"273f03f8-1d93-4528-893b-674d0c864fd1","538.0",STANDARD
"66a8dc82-bb3c-4489-b57c-c531ccfe4877","522.0",PREMIUM
f6d62eb7-f9f4-4727-baaa-d75c7f9fec6f,"534.0",STANDARD
f50752b7-5734-4ed1-aa4c-f79126bc6053,"536.0",PREMIUM
"5d8d582a-4066-4199-a660-08dc34183343","690.0",STANDARD
e51f61d3-8214-4f2a-9d39-ccf89a000260,"640.0",STANDARD
"33801f24-5fb0-46a1-9c37-c5892d998919","663.0",STANDARD
"20d2e1b6-54e2-4827-b8ca-fc65ede4dd53","624.0",STANDARD
d14dcb12-03e1-452c-af4e-3be6a6cd2d71,"567.0",PREMIUM
"07fbb349-f083-4522-b3f1-e148747e5ad4","540.0",STANDARD
"89b92909-62ce-4f84-9b04-db2bdfee5cd5","641.0",STANDARD
d9bbc907-e5d3-45ad-9b15-cd4549c80e78,"558.0",STANDARD
"6e5d8b16-ec18-4364-b4c9-167da4274a3f","539.0",PREMIUM
"11822dc7-9e5c-450a-b4b0-e02e1424601b","512.0",PREMIUM
"9056eafb-a6fa-4dc2-9a00-d5b50cf22ee3","635.0",STANDARD
"908c4f47-4c04-4826-8fc2-3243d8c5e471","598.0",STANDARD
"5b2aa9b6-d6f2-438d-94cf-bde736940c5a","534.0",STANDARD
"7467f9fe-047f-4082-9197-5ac052c1f39a","487.0",STANDARD
fb6dffd8-d3ac-4833-8fdd-5e9555412717,"576.0",STANDARD
b5b54a5c-f210-406c-98ce-ccc76617f5b1,"620.0",STANDARD
"793111c5-b99b-4986-9ae3-2f6e6152e462","554.0",PREMIUM
"7f6ee3ef-2e9d-4774-937a-9e83abefd856","533.0",STANDARD
"7a85a03a-bc3e-4b76-af2f-68a2b9faada5","663.0",PREMIUM
"22a805e7-686d-495a-b7da-bd4aea534bc3","559.0",STANDARD
b3d6097b-fbdc-4506-8167-1d729a5888ce,"555.0",PREMIUM
"5a69926f-0d85-4a40-acfd-79ff501f0536","583.0",STANDARD
"4e196068-75bd-4214-a362-adf8c4808235","532.0",STANDARD
"3af6e298-1282-421f-baa5-4b65e64d235c","550.0",STANDARD
d10875fb-ae3c-4164-8048-d984f96d4356,"571.0",STANDARD
"44855311-b4a3-4eeb-bacf-7fe961684242","576.0",STANDARD
"87356557-ee7c-498a-a21a-e169d2139750","570.0",PREMIUM
aff97480-9cb6-4837-96cf-68da2d1f4050,"616.0",STANDARD
a32890d3-1bff-4893-94aa-a71a3a65570c,"545.0",STANDARD
ee9f9072-fd78-47eb-9661-498cd9dd314a,"571.0",PREMIUM
"489c2f4b-38f1-4a62-b5d2-85f18913979b","535.0",PREMIUM
ce825837-7218-4be9-89c1-0a36d5171506,"496.0",STANDARD
"4ef3f7b0-9c02-4795-b4d9-d7597d2cdd77","531.0",PREMIUM
"27a22144-cab8-413c-b01a-18dc38a3cce7","542.0",PREMIUM
"161a39fe-ca18-4a8a-90ac-5e217da1d890","546.0",STANDARD
e5fe6376-0630-4f4e-9c51-327139239c73,"518.0",PREMIUM
addaf288-d2d3-4634-9548-9f2bde2314e4,"532.0",PREMIUM
"3cafcd32-0660-4570-b1fd-3439a71d7c9f","520.0",STANDARD
de8d0c7f-4a25-439f-80cd-19c75c78df44,"572.0",STANDARD
aae00fd0-0b6e-4c06-9b2a-a461435eafaf,"573.0",STANDARD
"49ee8af5-0de3-49da-8cca-84fb42d890ae","692.0",PREMIUM
e1c6c3f8-c675-4293-a529-7311ad161a8b,"598.0",STANDARD
"44bd66b9-dbd0-4437-8c56-73a7b0b70589","628.0",STANDARD
"0de317b3-df9c-4809-b451-f3e02d9d0155","474.0",STANDARD
b3d116b3-eb95-40e5-8238-200dac75bdbc,"513.0",PREMIUM
"05a28d43-e111-4d83-acde-08ba8f4de33a","558.0",PREMIUM
cad98a2b-2a1a-4f3c-81ea-6605252d2f78,"532.0",STANDARD
"96079180-cd42-4c3f-8445-c21d8323d829","578.0",STANDARD
f2039143-49ad-40d6-816b-8a9696280040,"594.0",STANDARD
ff850114-6b99-47db-bb19-7fe2d2d8102c,"576.0",STANDARD
ecede430-6316-4505-ab75-720482c2e0ab,"530.0",STANDARD
b8332af4-4007-41eb-8b4d-3b5ab4018859,"679.0",PREMIUM
fd4df3e9-12b6-4a55-afde-055c26fe7d0a,"523.0",PREMIUM
"5739cf75-4191-4ca9-9ccf-7eb7e6cc96b3","548.0",PREMIUM
"6c50e18a-02b3-4094-a404-7a1d6526b429","558.0",PREMIUM
"94acf137-edc1-42d5-a414-9596e81508cc","557.0",STANDARD
d968df61-98a9-47dd-a4f2-014134fc9319,"650.0",PREMIUM
d3fea55d-8837-4cdf-94ae-c30f4cc4336e,"613.0",PREMIUM
e1db78b4-ef45-4790-8208-0199afe6cc11,"689.0",PREMIUM
a741d8cd-256d-493d-8724-ee0f8c3d22b9,"537.0",STANDARD
fc5a3c0b-6274-4dbf-964d-75936071aebb,"544.0",STANDARD
"60f2ebe0-8760-4c3c-b5a9-8e700ba5529c","554.0",STANDARD
bb62d183-5c40-4dd9-a8c1-b156a792c516,"634.0",STANDARD
"83565581-1386-4f57-b95c-ac72d7327900","514.0",PREMIUM
"3bb03d39-95aa-4877-a110-5eb2b119d31e","553.0",STANDARD
f4e16785-ef01-42bc-80d1-696d8e5e575f,"687.0",STANDARD
"8c97f11c-b89e-43d2-9137-473c68fee325","554.0",STANDARD
"9e4e9846-3aca-4210-a957-510720e1cf8c","548.0",STANDARD
e1868f9f-eed1-4c4d-9009-917e081ec023,"558.0",PREMIUM
ac2caf70-1948-49be-9e1b-1c934f2abef2,"575.0",STANDARD
"323a8543-c8f8-49d3-b5bc-52d692a16858","525.0",STANDARD
f18e97db-ddc1-4722-9921-d2a32e9d598f,"543.0",PREMIUM
"10c8a379-8bdf-449c-8985-ba4fe0aee2fe","614.0",STANDARD
"93d9250d-1048-4f30-84f9-6bd1892cc8de","582.0",PREMIUM
e2895966-9c99-4bae-8f04-864709937fd4,"517.0",STANDARD
"2a7e8983-de5b-478e-b2f5-e122dfe33781","636.0",STANDARD
"6a0d1022-5fc0-4e99-96a2-5bf23b52a354","676.0",PREMIUM
f79b42e4-ac6d-40b3-8a15-5bdac7d9c327,"582.0",STANDARD
"20f7e170-6487-4d71-99ca-968e91257687","666.0",STANDARD
"61680caf-dc92-435b-8ac1-acdd59592517","548.0",PREMIUM
"7280c47c-5c86-44e2-baa1-6817ad09772b","525.0",STANDARD
"329de238-10d8-4757-b27b-cdda9c6bd631","663.0",STANDARD
acbf185e-35d1-4d69-9f52-69e285f929fb,"680.0",STANDARD
"8f9a84e5-7eab-49a5-a44f-d6d37820a017","621.0",STANDARD
a573d5eb-8b8c-473c-8d88-9d0425966872,"609.0",PREMIUM
"845f0044-493f-450d-be76-504117ab14ce","629.0",STANDARD
"2098e1a2-07b1-4714-8579-f7121a8c49c1","568.0",PREMIUM
"16f2208e-0115-43d1-aa62-06679cad3038","521.0",STANDARD
"41aed889-93d4-4821-a8ed-adcd15f2468b","507.0",STANDARD
bfdc6d47-3d47-4d91-bd4d-aa71b6a0d5e8,"513.0",STANDARD
"12fba757-1b88-4180-9b5e-1fa74867c7e1","536.0",STANDARD
"35d82fce-f081-46e2-88ab-af877418e6cb","538.0",STANDARD
"6e7ecc7b-a91c-49bc-b8a6-7a220a40b81f","578.0",STANDARD
"8f283e5b-f7f0-4231-98c3-3818c5220eff","602.0",STANDARD
"7b980109-eac2-471d-8042-887209d322b4","541.0",STANDARD
"814fc8b8-d76a-4fa0-af39-b66b8175030e","661.0",STANDARD
"657e56a8-5148-4549-87a0-7c74aa552066","670.0",STANDARD
"23cd5057-dff0-4ae4-8875-8da0e7076b02","578.0",STANDARD
f705424d-6b1c-416c-be46-0e1b214bb455,"587.0",PREMIUM
"4f020207-e1b1-45b3-838e-52a418a0a9b6","678.0",STANDARD
fd4745bc-4ca0-4583-be0e-1dc963aa37c7,"518.0",PREMIUM
"351c603b-5af2-4529-b2eb-037bdb65c9c4","542.0",PREMIUM
"1ca0b0d0-8bb1-4827-b39f-464be39d234c","538.0",STANDARD
"3eabb2db-791f-468a-a825-e5f92973ad7f","509.0",STANDARD
"36a5acc8-f32a-4b6f-aa89-d6a5602e592c","620.0",STANDARD
"77f22931-3d1f-4d30-999e-7a50f537091a","694.0",PREMIUM
"71014c62-4015-4a6c-aa00-a7fefeb5b1b1","647.0",PREMIUM
"4d6720be-66cd-480a-9f0f-a0d4ee60a479","583.0",STANDARD
"905c29b9-6d3c-45d0-8ea4-a876bc19d264","500.0",STANDARD
"32622a7f-089e-4c7d-9b72-61faffef308d","515.0",PREMIUM
"2425002e-fb7a-4e69-a0be-abf51c7ac954","510.0",STANDARD
c016a32a-5997-4a6c-8ecf-224949608a29,"494.0",STANDARD
"8b973aee-093d-4a23-b6ee-863ce6f4efe0","526.0",STANDARD
"7893e4a8-d37b-4ac2-9f73-0ae47fd05c3e","544.0",PREMIUM
"8b9fd873-b043-48e3-9b47-664843833654","627.0",PREMIUM
c30e4bd5-121b-4e26-96b1-c56f695b33cf,"563.0",STANDARD
"3eded3a5-1349-444f-87d1-0f813f6128d7","620.0",STANDARD
"005fd84a-83d3-4f6a-ba81-285dc8fd14a9","527.0",STANDARD
ee8104d3-1426-4be0-aa3f-7e9d2015a62b,"568.0",STANDARD
"227dc9c2-efb7-4e2a-8ad5-6c84dd30f027","691.0",STANDARD
"7ae8107a-3393-4a4b-8ecb-9fd9df88c044","698.0",STANDARD
"49c2d785-a32e-43ad-bd85-abd261a02098","522.0",STANDARD
"5e987be5-a03a-4ef8-ac68-2d3496350f2d","643.0",STANDARD
"8f9c83b8-792d-47fd-bedf-0af874e00d47","528.0",STANDARD
"586775e2-fd26-4f3b-9249-418f5d5a911a","531.0",STANDARD
"89610f2d-a8e4-4928-8d34-cc7f4d87f5bb","619.0",STANDARD
"4dc75ca1-aa99-48fa-8e9d-4f51fb860528","512.0",PREMIUM
"5714f5bd-d10c-454e-a862-ec5758e3d552","632.0",STANDARD
"181be5e3-df3d-4015-bca0-11009301977e","608.0",STANDARD
"0e5b7a55-2761-46c2-9db4-912c9fc3e31f","648.0",PREMIUM
bbe3fdde-6f4e-4f9f-9501-c96aae1b0f53,"528.0",STANDARD
"456fa0ee-1620-43f7-86c2-b057e1d6dc5c","665.0",STANDARD
"458a9034-544a-46ab-9388-32309b1a1bcc","560.0",PREMIUM
"08fe186f-9303-40f7-940a-d55bbf89571c","616.0",STANDARD
b6bea8f0-68af-4eb4-aff0-8641f9f758e1,"562.0",STANDARD
"3f2a23aa-4f51-4c5b-99a8-ecd577593978","513.0",PREMIUM
"29a85a7b-38b8-47dc-ad6a-a844eca342ed","687.0",PREMIUM
c0dacb8a-4d93-4b2e-8d97-73231e30cc40,"539.0",PREMIUM
"53b71499-fd5e-4889-8f6b-92b56ed270cf","687.0",STANDARD
f21f2e9c-fa4f-49a6-a37d-9efeceed3635,"558.0",STANDARD
b3702a65-277f-40e6-b8dc-e9c5b62049c3,"604.0",STANDARD
"412fc207-4a35-4748-821b-103eb4366931","546.0",STANDARD
b7b7d7a5-b35c-4bc4-9dfb-ee27a73fdc34,"555.0",PREMIUM
caf136b0-4dae-4912-b844-f6259b3bf765,"518.0",STANDARD
b77f4f4a-6c1a-455a-a9f4-003efac2432a,"695.0",STANDARD
c7340e63-dd8a-4bc1-93ea-12b6f4d56c16,"609.0",STANDARD
"0f758a31-0220-4a9b-b9bc-875d58e6cf63","521.0",PREMIUM
"9004bddd-ad58-4fcc-963e-d088b63ce7ab","632.0",PREMIUM
"61030335-9f5e-41e5-b442-5a48f5436787","520.0",STANDARD
d28610be-5ef2-4853-abff-e64823cd2039,"702.0",STANDARD
"68f7e53b-501c-4258-a81d-873fe4c5b113","670.0",PREMIUM
"53a090c5-87bf-44ad-a3f5-ea66d31d4271","567.0",STANDARD
d16eb1b0-3965-455d-97f1-5bb563befe8e,"639.0",STANDARD
"50e2fb07-888b-41db-92fa-c0ac2e6908be","582.0",STANDARD
acdd1d95-2bf0-4df1-9444-f74747b9d768,"679.0",STANDARD
c0fc8409-af21-4209-92db-6e7ea7453e0a,"658.0",STANDARD
"9b2fe4be-f615-4f69-9d10-c0f626ac33a8","705.0",STANDARD
"4606f5cd-d402-4325-81a0-855147447bda","515.0",STANDARD
e2a4042d-8bce-451e-b2dc-b55cd6a05391,"659.0",PREMIUM
c29e9018-4909-48e4-a34f-7dda20e2d173,"639.0",PREMIUM
ddd19f2c-4d98-448c-8c6a-a13116fa1dd9,"576.0",STANDARD
"8b46035a-4e8c-465f-a549-6d9cf7400cce","588.0",STANDARD
b91dad36-0d23-4427-b8f5-6afd4b1d844c,"556.0",PREMIUM
"1f82dad2-48fd-4c23-96dd-13cdce500535","547.0",STANDARD
"8fab8e6c-4057-42d7-a61b-94ef290c6b5d","671.0",STANDARD
"85ccb042-58be-48ca-9050-209209cdf59f","572.0",STANDARD
ab63e174-9a28-4607-9992-7be0d776b93e,"675.0",STANDARD
a894496e-bd63-4486-a4f9-15655f3d8751,"668.0",STANDARD
c463e0f3-307a-47bf-bb7a-a1922a8a0623,"603.0",STANDARD
"29edbb23-535d-42cd-9bee-3fa761a67667","669.0",PREMIUM
"0d60e1fc-10d1-4662-9e10-dd5ecc5e48d5","522.0",PREMIUM
"9143b07b-d332-40c3-a360-99d9b28b6b3b","667.0",STANDARD
"43354818-28f0-415f-ab13-47a13866828f","584.0",PREMIUM
b39d2afd-a090-4817-8e43-b4424ebc09fe,"623.0",STANDARD
c0490244-c73b-475c-ab70-81966b9df68f,"512.0",STANDARD
be8d3c78-c472-4876-a289-c237dbaef569,"521.0",STANDARD
d16d0365-986b-4cae-8ab6-5b4dd21181e8,"526.0",STANDARD
"73d44ef9-9319-4b0f-a369-9b04a6474734","554.0",STANDARD
"6db5e703-918e-422d-bda6-f3fa1d9aa005","626.0",STANDARD
"605c5aef-4a7c-49b9-a027-d5aec95967ea","564.0",STANDARD
fd9b1861-a789-452b-bec3-c93258415d5a,"593.0",STANDARD
"940014af-5cc7-4d9c-a251-14af2a7d26a8","692.0",STANDARD
"14547ce1-c550-4346-a1af-9ff0454e224e","654.0",PREMIUM
"5fdc276e-a683-4a20-b389-a99cd0f07848","713.0",STANDARD
c2f69fe1-45ea-4d27-a499-c79315008205,"511.0",STANDARD
"56f889bf-f4ae-404e-bd55-417a396dbaad","636.0",STANDARD
d72f918d-ce57-4724-a7ea-bf78c3133751,"571.0",STANDARD
f967121f-72b7-4b3b-a120-cd60f6613087,"622.0",STANDARD
"595395f2-f34d-4c00-a7a8-443f9d3321f0","570.0",STANDARD
"9e0239d4-81b2-4499-9d38-5130e18083be","648.0",STANDARD
"637294b0-fb2f-4123-b0a1-e3f10811ece2","561.0",PREMIUM
"2bdee89e-56d5-43c7-b241-1cd00cc45d74","592.0",PREMIUM
"68bd76e4-4638-4ee2-a768-7ae4d01a63a0","545.0",PREMIUM
"4c65e015-dd6d-40e6-b720-60c644dc4526","499.0",PREMIUM
"196d5f32-9244-46ba-976c-29bf4f9e645b","662.0",STANDARD
db83ce71-d615-4b55-93f6-5ebe2e07e6c2,"593.0",PREMIUM
"383609e5-257f-4df5-8ee5-9517e1b9ec6c","681.0",STANDARD
b311013e-ceec-408b-9373-fb5ea93b2873,"532.0",PREMIUM
"4fe0d7dc-5c5b-4514-8b30-2c4fc5c75bd4","537.0",STANDARD
"28eb0332-adba-4481-8659-2da61e3b84cf","593.0",STANDARD
"9c818ad5-a17d-4201-8d50-b1104469a17c","566.0",STANDARD
"8a9381f9-54ee-4238-81d6-6982da4527da","528.0",STANDARD
bc292628-f916-4018-a683-2a264bdb917e,"551.0",PREMIUM
"0186fe7e-a7c1-4f54-836e-ec2f09e24f71","535.0",STANDARD
"252043a5-1fd6-4500-af87-7aaecbfa83cd","640.0",STANDARD
"27428606-aa67-4aed-a2d5-a5f9b3ea683a","541.0",STANDARD
faf35dcf-b6e9-4834-bc01-9b2308b8cc08,"690.0",STANDARD
"22f86e77-2a0d-4615-bbe4-d90bfb4c2c7b","519.0",STANDARD
"33b64f1a-edba-486d-beb0-13de9e59219d","561.0",PREMIUM
d9e6cb57-75cd-43bd-bed2-653e3f62fe3b,"524.0",STANDARD
c73ca0ce-5da3-4a11-ab1e-74df265ebaee,"520.0",STANDARD
dd05fdbf-f6f2-4865-8e07-a58b7e0053f5,"613.0",STANDARD
"3519e742-c213-4dc1-9b70-26785c7eebfb","677.0",STANDARD
"21680ee5-74bb-4c1f-a48f-1f28b2fd4e0e","671.0",STANDARD
f0154022-cd3b-4d49-a3b3-0ac448cc7c5a,"536.0",PREMIUM
f1ecef73-1a13-471c-b06e-ed37a66f4905,"684.0",STANDARD
"547e8c2d-04c2-4172-93f0-cc5a75ba2966","646.0",STANDARD
"0d3a5a87-2005-47bc-b74b-568c7dcfac5c","699.0",STANDARD
"9df68c5e-9857-4732-8826-4a5c57efd94f","664.0",STANDARD
"99e9d4f2-5b28-41b8-9bea-51cfefacad60","613.0",STANDARD
d331e250-6464-4c91-91c2-c6a4d7a7f83b,"516.0",STANDARD
f2e94daa-6352-4d55-b58c-2a8a705fa35c,"599.0",STANDARD
f732982f-b73e-4080-97aa-eac42694e36d,"548.0",PREMIUM
daa45641-314b-4b62-8298-dafc9eaf0b15,"638.0",PREMIUM
"95af8419-98c7-44f3-9fcc-63b7c3bf639f","590.0",STANDARD
"83e3b1ac-b039-4517-810c-bcac7590bf83","516.0",STANDARD
"916cb2ef-fc71-45ae-b86c-84867c2a3595","528.0",PREMIUM
e9770047-d72e-491a-89c0-2398d26d3c71,"649.0",STANDARD
"0e15903b-b67f-464f-a6e1-46843ae40b4b","549.0",PREMIUM
"567cc10e-b44a-471e-8d16-053f2fe2be9d","554.0",STANDARD
"1448b487-1bff-48f9-ad5b-81eff186b607","515.0",STANDARD
"13a91388-7cf9-4825-acc6-f650f78515c5","573.0",PREMIUM
"605b9826-2f84-40e7-a666-59831d64b5b0","576.0",PREMIUM
afd3441b-fd6d-4a12-880b-d3ad1fe7d47f,"530.0",PREMIUM
ef4a0afc-696f-4fba-b6aa-92c385b74857,"546.0",PREMIUM
d18cab4a-dd7c-4029-a0ff-879df2066cc9,"506.0",STANDARD
ea6fa48b-e891-46eb-b27e-46ee17721773,"677.0",STANDARD
fc4af5c8-cc26-4a3e-9807-04f6bd7fb5fc,"614.0",STANDARD
"691895fa-7607-4a97-9966-c70a63e7efc2","570.0",PREMIUM
"690e05b3-3e98-4b18-8971-fe62b31d8e66","531.0",STANDARD
"6125bbc1-70f0-4cc4-85b6-67b6a69e722f","640.0",PREMIUM
"8514a8dc-4a5a-476a-8bf7-b91d1eafe9c5","545.0",STANDARD
d41b4b2b-d8ed-4dc1-9420-f31644e911b6,"565.0",PREMIUM
"55f04c84-8345-461a-9c04-bdb8acc6e5a4","535.0",STANDARD
b7702243-5ad0-488e-adb8-e70bc405c119,"706.0",PREMIUM
f1cb323b-2cca-4b51-87e9-847b6d8df5c5,"568.0",STANDARD
e96feff3-a115-4352-a23e-831bf7870fc0,"505.0",STANDARD
e16c857c-5155-4463-935d-1d13853af4c3,"508.0",STANDARD
"9df1f9cd-6d1b-4848-a4b5-9bcc9f1ca31f","579.0",STANDARD
cefebd45-68c1-41f7-96f5-ad378a261d18,"621.0",PREMIUM
"4f139516-9381-43f0-a535-4fd18f3a18a4","545.0",PREMIUM
b641ded5-e080-4ec0-93ef-f1b5e5da8fe2,"516.0",PREMIUM
"4fa6eacd-a6f4-44aa-aede-d57966769475","525.0",STANDARD
"6146ceb5-d8a9-4480-ae60-d100fd59a50f","684.0",STANDARD
"800688dd-8c86-4c94-b806-79c13566d9af","525.0",STANDARD
"3d62cd07-fb6b-4b51-8570-d33d45c7c7fb","584.0",PREMIUM
"85c30065-36ff-4577-8b75-17c5aa2df909","604.0",STANDARD
"35afd839-8134-455c-93ea-f31ed9d8e77c","641.0",PREMIUM
ccd3e6df-c27c-4d42-aceb-0870ddb7864c,"518.0",STANDARD
"97ac88f1-17cc-4746-bdcb-d3ced4dab041","637.0",STANDARD
"384a61cb-cf40-4a92-9273-9122f4e30a81","525.0",STANDARD
"226ec282-af99-4b5c-9786-ca532f990e54","709.0",STANDARD
a63b435b-5ef5-448e-9957-b372db85ca95,"701.0",STANDARD
abb62d3f-7985-46bd-a3ce-5a26da9b4942,"699.0",STANDARD
"05efff3e-8cde-4690-ac6d-48b9c23b1cce","572.0",PREMIUM
bc654454-baea-4a6d-9d33-1e8775e61e96,"514.0",STANDARD
"97508b2b-c941-47ef-b648-803afe5e5fcf","537.0",STANDARD
"4903c644-4d18-4066-acf0-20cf4a0dae79","559.0",PREMIUM
ae15a477-043c-4c6c-87f3-f32c8cb7b9d8,"645.0",STANDARD
"092d6595-dc59-4db3-b6f2-d911a51bd0f0","586.0",STANDARD
"38796bcc-609c-4366-b0b0-d138425b8051","536.0",STANDARD
c9dbe5c0-09f7-4916-a9b0-caca26650353,"516.0",STANDARD
"52f994bb-195e-44ee-8369-112865a2cacb","541.0",PREMIUM
"109e8c71-d96e-4372-97d5-315b7a254d6f","605.0",STANDARD
"592f7ac1-8bec-4307-9c29-ebe52abc2dbd","548.0",PREMIUM
"411f47e6-dced-403a-9e49-9baa08f0f863","657.0",STANDARD
"8e05ced9-65a2-4079-a3d6-8446c5097800","538.0",STANDARD
"01534160-6473-45d6-bfc7-a56bcc734bca","630.0",STANDARD
"9c39d358-7b89-4136-bfac-1702652f9d67","554.0",STANDARD
"5312fd48-31de-49a8-ba80-65f334272a36","551.0",STANDARD
da703aca-32bb-4ed8-a0ed-0963f70ea134,"642.0",STANDARD
"11d768d5-2f66-411c-a4e3-1569ed8ad048","541.0",PREMIUM
dd2e5f40-4d56-4561-98da-0c018c73bb1f,"703.0",PREMIUM
acb0f333-eaf7-468a-9ef5-1d8a1eb6835c,"555.0",STANDARD
"281499b1-b82b-490d-865c-903a7d00c96e","636.0",PREMIUM
"95b5fbac-5053-4b7b-b55f-6a44e0c40d02","597.0",PREMIUM
"6b0d80a9-7ffa-46c0-a4df-e691c1e24dec","684.0",PREMIUM
ec850a40-9b81-4c8e-80f3-3e860e409e5c,"610.0",STANDARD
"52bb05c1-16e7-42c4-be02-cdd9e62944e9","514.0",PREMIUM
"60a217dd-6cc0-4064-98dc-fcbf9b29cf60","645.0",PREMIUM
"6e658176-5acf-4c13-8a77-ab2393def933","555.0",STANDARD
"691d08d0-01fd-4e59-8162-0294d7ea4760","556.0",STANDARD
f2b4815a-bcd0-4e15-acb2-0fbf28b2dfc2,"675.0",STANDARD
efed5e51-5ba1-4d66-be39-02245dea57e5,"568.0",STANDARD
e0d64f35-60b8-417c-bc2b-0fbfbe1818a2,"528.0",STANDARD
"726e030c-576e-45f5-94ad-822b51f4eee4","500.0",PREMIUM
"53a693b8-7cef-46c8-af09-882320506282","640.0",PREMIUM
"5a3b2049-87a1-4339-a8e1-df3da1f6330a","607.0",PREMIUM
"43828384-6d36-43f0-bd90-ebecbb74c604","540.0",PREMIUM
"41f73b05-c3d7-4871-9df8-c5494504424a","512.0",STANDARD
fd648e95-c593-4392-9267-1369db46ebfd,"540.0",STANDARD
"287b634f-eda2-400b-b458-3fccb8d315cb","571.0",PREMIUM
"307b32da-0f1f-4bbe-a6df-8c0ebeaeb582","555.0",PREMIUM
d625a84e-15f5-4f24-beff-3c105f7adc9d,"646.0",PREMIUM
c50eac6b-f7d4-4541-b443-efa9a8bfcd7a,"563.0",PREMIUM
faa4d8d4-c098-4c77-ba0a-217ecccf2232,"620.0",STANDARD
"7fd5a644-f24b-4c06-bfa5-4cf6d63e4de5","624.0",STANDARD
"61852894-00c6-4ac6-a4b5-f5d146caa073","538.0",STANDARD
"2e9b1bcb-bb81-4f72-b0c0-cf641efe3d25","533.0",PREMIUM
ca1235be-a546-47dd-8e61-08d73b669dd8,"686.0",PREMIUM
c1c64ee0-0c33-431c-8277-5f0529fd740d,"651.0",STANDARD
"7bd32f87-d5fb-4d9f-9e43-4a4ffd09c31e","666.0",STANDARD
"816bdf87-3bb9-4124-b1d2-7592618cb979","577.0",PREMIUM
"455b608a-20b5-4b1a-895a-f8f0c5d411fc","600.0",PREMIUM
"496aeb08-7104-48bb-ba36-24c31b7bd0bb","591.0",STANDARD
"730137ac-269b-489f-99f8-c9c781de0994","557.0",PREMIUM
"1dee3fad-da6a-4189-a356-ffccc08cd6eb","538.0",PREMIUM
"3a3f951c-aca9-4cf3-91a4-51fb1289472b","649.0",STANDARD
de877674-a1b6-4d4d-a438-519dc8fd5e4c,"524.0",PREMIUM
"2852d5be-25fd-476f-a751-22d2e0ddb357","563.0",STANDARD
"0b1e80c9-7fbc-49ff-8c3b-031dc82c7767","644.0",STANDARD
de658662-fe4d-49b8-9ac3-8356caa7081e,"522.0",STANDARD
"56c33922-bc46-4fca-ab3f-0fdb8ccfaa8f","617.0",STANDARD
"32a9a389-71c0-4906-a300-5894ac9b8ed1","645.0",STANDARD
"3ed5da2a-dd21-4245-9e2d-eb509b7742d3","532.0",PREMIUM
"9a5765be-0726-4391-b267-1c3d7767fe98","548.0",STANDARD
e1da03ae-8c83-4079-af34-25fd727a845b,"516.0",STANDARD
"41f2156a-376a-47d7-b362-1b71d7e0579c","704.0",STANDARD
ffcd746a-59f9-439e-862e-683f3bd3cf81,"583.0",PREMIUM
ffc80a66-aae7-43b5-b6dd-2029453a7779,"547.0",STANDARD
"2ea34f9b-cbf9-49e1-b759-7b3d70837971","647.0",STANDARD
"342059de-9dfe-4b38-8065-364f439fe960","529.0",STANDARD
"58418dca-6aa7-4e85-8112-f75fae9d0f06","603.0",STANDARD
b89065de-95c0-454e-b90d-5cc9a215d53c,"542.0",PREMIUM
d7d4692f-3c73-4cab-8172-c204d5da480d,"555.0",STANDARD
d4215fa1-20e4-472a-af74-e8936bb1ba86,"538.0",PREMIUM
eb498d36-a344-424b-a093-249fc2f3cd54,"547.0",STANDARD
"83266037-7635-484b-8b2e-8fc5292a2568","555.0",PREMIUM
"916d2047-b011-4210-9b55-acd468743733","506.0",PREMIUM
b69642db-272c-4672-9a08-b5171a2d9b60,"622.0",STANDARD
