F_1,F_3,F_4,F_5,F_6,F_53,F_65,F_260,days_with_service
498.0,102.0,203.0,116.0,115.0,26.0,28.0,570.0,1461.0
653.0,112.0,506.0,0.0,0.0,11.0,0.0,663.0,670.0
651.0,112.0,116.0,0.0,0.0,14.0,0.0,636.0,731.0
568.0,116.0,112.0,114.0,104.0,13.0,0.0,642.0,579.0
521.0,102.0,116.0,115.0,104.0,1.0,2.0,694.0,515.0
540.0,102.0,203.0,116.0,104.0,12.0,0.0,557.0,1218.0
655.0,112.0,302.0,0.0,0.0,12.0,0.0,644.0,881.0
524.0,102.0,104.0,302.0,0.0,2.0,4.0,633.0,304.0
597.0,102.0,116.0,104.0,0.0,10.0,3.0,648.0,2160.0
562.0,102.0,116.0,115.0,0.0,2.0,5.0,569.0,1399.0
562.0,102.0,116.0,115.0,0.0,2.0,5.0,569.0,1461.0
582.0,115.0,104.0,110.0,101.0,0.0,0.0,696.0,245.0
606.0,115.0,104.0,506.0,0.0,3.0,0.0,673.0,91.0
552.0,102.0,203.0,112.0,104.0,5.0,2.0,602.0,822.0
664.0,104.0,302.0,0.0,0.0,6.0,0.0,685.0,214.0
664.0,104.0,302.0,0.0,0.0,6.0,0.0,685.0,90.0
675.0,0.0,0.0,0.0,0.0,12.0,0.0,672.0,518.0
656.0,101.0,114.0,0.0,0.0,6.0,0.0,707.0,731.0
566.0,102.0,115.0,104.0,0.0,4.0,1.0,638.0,1066.0
689.0,0.0,0.0,0.0,0.0,10.0,0.0,726.0,1796.0
633.0,112.0,506.0,0.0,0.0,8.0,0.0,616.0,92.0
687.0,302.0,0.0,0.0,0.0,10.0,0.0,705.0,334.0
660.0,101.0,302.0,0.0,0.0,12.0,0.0,692.0,365.0
605.0,102.0,203.0,0.0,0.0,7.0,6.0,628.0,2161.0
633.0,112.0,506.0,104.0,0.0,4.0,0.0,688.0,792.0
647.0,116.0,0.0,0.0,0.0,12.0,0.0,662.0,334.0
653.0,104.0,101.0,0.0,0.0,10.0,0.0,615.0,61.0
602.0,102.0,112.0,104.0,0.0,4.0,2.0,587.0,731.0
661.0,506.0,0.0,0.0,0.0,3.0,0.0,648.0,30.0
580.0,102.0,115.0,104.0,0.0,2.0,2.0,619.0,393.0
689.0,0.0,0.0,0.0,0.0,11.0,0.0,706.0,212.0
662.0,104.0,506.0,0.0,0.0,14.0,0.0,674.0,731.0
692.0,104.0,0.0,0.0,0.0,7.0,0.0,681.0,1461.0
703.0,0.0,0.0,0.0,0.0,12.0,0.0,699.0,820.0
642.0,302.0,506.0,0.0,0.0,5.0,0.0,654.0,150.0
674.0,104.0,0.0,0.0,0.0,14.0,0.0,670.0,1127.0
667.0,114.0,302.0,0.0,0.0,9.0,0.0,645.0,457.0
577.0,102.0,203.0,112.0,116.0,4.0,2.0,625.0,2161.0
659.0,112.0,0.0,0.0,0.0,8.0,0.0,639.0,730.0
659.0,112.0,0.0,0.0,0.0,8.0,0.0,639.0,731.0
551.0,102.0,115.0,104.0,0.0,2.0,2.0,602.0,1005.0
605.0,116.0,506.0,104.0,0.0,4.0,0.0,685.0,122.0
517.0,102.0,203.0,116.0,115.0,1.0,7.0,648.0,1095.0
553.0,102.0,116.0,101.0,104.0,7.0,3.0,576.0,91.0
506.0,102.0,101.0,104.0,112.0,11.0,4.0,569.0,61.0
492.0,102.0,203.0,101.0,115.0,0.0,9.0,573.0,761.0
619.0,112.0,116.0,114.0,302.0,15.0,0.0,608.0,546.0
577.0,102.0,203.0,115.0,0.0,2.0,7.0,620.0,1064.0
521.0,102.0,101.0,115.0,104.0,6.0,2.0,615.0,549.0
665.0,101.0,0.0,0.0,0.0,9.0,0.0,622.0,516.0
583.0,102.0,115.0,0.0,0.0,2.0,3.0,655.0,2161.0
630.0,112.0,302.0,0.0,0.0,9.0,0.0,638.0,273.0
661.0,302.0,506.0,0.0,0.0,4.0,0.0,690.0,274.0
651.0,112.0,506.0,0.0,0.0,8.0,0.0,706.0,731.0
610.0,203.0,116.0,104.0,0.0,8.0,0.0,660.0,182.0
524.0,102.0,203.0,116.0,115.0,1.0,5.0,650.0,2161.0
604.0,203.0,116.0,104.0,0.0,13.0,0.0,653.0,334.0
493.0,102.0,101.0,116.0,112.0,1.0,16.0,538.0,212.0
493.0,102.0,101.0,116.0,112.0,1.0,16.0,538.0,212.0
493.0,102.0,101.0,116.0,112.0,1.0,16.0,538.0,273.0
493.0,102.0,101.0,116.0,112.0,1.0,16.0,538.0,273.0
493.0,102.0,101.0,116.0,112.0,1.0,16.0,538.0,273.0
588.0,116.0,112.0,101.0,302.0,13.0,0.0,613.0,150.0
595.0,112.0,114.0,302.0,104.0,7.0,0.0,625.0,151.0
555.0,102.0,116.0,112.0,104.0,9.0,5.0,613.0,1918.0
548.0,102.0,203.0,116.0,104.0,10.0,3.0,569.0,700.0
643.0,112.0,506.0,0.0,0.0,9.0,0.0,621.0,607.0
589.0,112.0,116.0,114.0,302.0,13.0,0.0,639.0,1551.0
615.0,116.0,112.0,114.0,302.0,13.0,0.0,660.0,182.0
523.0,102.0,203.0,116.0,104.0,4.0,6.0,599.0,242.0
670.0,116.0,506.0,0.0,0.0,11.0,0.0,690.0,943.0
651.0,112.0,302.0,0.0,0.0,6.0,0.0,631.0,703.0
554.0,102.0,116.0,101.0,112.0,9.0,3.0,578.0,1096.0
554.0,102.0,116.0,101.0,112.0,9.0,3.0,578.0,638.0
704.0,506.0,0.0,0.0,0.0,4.0,0.0,737.0,365.0
663.0,112.0,0.0,0.0,0.0,6.0,0.0,664.0,1095.0
609.0,116.0,112.0,104.0,302.0,8.0,0.0,630.0,92.0
567.0,102.0,112.0,104.0,0.0,7.0,2.0,610.0,791.0
602.0,102.0,203.0,112.0,0.0,3.0,1.0,630.0,1522.0
539.0,102.0,203.0,101.0,116.0,5.0,11.0,574.0,973.0
572.0,102.0,116.0,101.0,104.0,3.0,1.0,681.0,120.0
572.0,102.0,116.0,101.0,104.0,3.0,1.0,681.0,883.0
631.0,112.0,116.0,0.0,0.0,3.0,0.0,608.0,518.0
571.0,102.0,112.0,0.0,0.0,5.0,0.0,608.0,365.0
600.0,112.0,116.0,302.0,104.0,8.0,0.0,611.0,245.0
687.0,112.0,0.0,0.0,0.0,3.0,0.0,709.0,30.0
620.0,102.0,116.0,0.0,0.0,5.0,2.0,678.0,1765.0
620.0,102.0,116.0,0.0,0.0,5.0,2.0,678.0,1765.0
670.0,0.0,0.0,0.0,0.0,7.0,0.0,649.0,884.0
658.0,302.0,0.0,0.0,0.0,7.0,0.0,701.0,1003.0
536.0,102.0,203.0,115.0,116.0,9.0,3.0,620.0,607.0
619.0,104.0,114.0,506.0,0.0,2.0,0.0,673.0,92.0
522.0,102.0,203.0,115.0,116.0,2.0,6.0,620.0,882.0
522.0,102.0,203.0,115.0,116.0,2.0,6.0,620.0,851.0
522.0,102.0,203.0,115.0,116.0,2.0,6.0,620.0,274.0
588.0,102.0,115.0,112.0,0.0,6.0,1.0,689.0,1979.0
520.0,102.0,203.0,115.0,104.0,3.0,9.0,602.0,1248.0
634.0,112.0,114.0,0.0,0.0,5.0,0.0,631.0,458.0
619.0,112.0,116.0,104.0,302.0,16.0,0.0,599.0,151.0
573.0,102.0,203.0,112.0,0.0,6.0,1.0,581.0,851.0
648.0,110.0,302.0,506.0,0.0,2.0,0.0,725.0,244.0
580.0,116.0,112.0,104.0,302.0,8.0,0.0,650.0,212.0
620.0,104.0,506.0,302.0,0.0,5.0,0.0,661.0,0.0
698.0,506.0,0.0,0.0,0.0,13.0,0.0,691.0,396.0
568.0,102.0,0.0,0.0,0.0,2.0,6.0,619.0,730.0
568.0,102.0,0.0,0.0,0.0,2.0,6.0,619.0,2160.0
506.0,102.0,203.0,101.0,116.0,3.0,11.0,586.0,607.0
506.0,102.0,203.0,101.0,116.0,3.0,11.0,586.0,607.0
649.0,116.0,114.0,0.0,0.0,11.0,0.0,667.0,457.0
635.0,302.0,506.0,0.0,0.0,9.0,0.0,651.0,608.0
587.0,112.0,110.0,302.0,506.0,5.0,0.0,645.0,59.0
699.0,0.0,0.0,0.0,0.0,14.0,0.0,709.0,393.0
529.0,102.0,116.0,110.0,101.0,7.0,9.0,659.0,518.0
639.0,112.0,506.0,0.0,0.0,7.0,0.0,630.0,607.0
651.0,112.0,104.0,0.0,0.0,12.0,0.0,672.0,214.0
622.0,114.0,506.0,104.0,0.0,5.0,0.0,722.0,303.0
608.0,104.0,114.0,506.0,302.0,5.0,0.0,684.0,153.0
615.0,112.0,116.0,506.0,0.0,2.0,0.0,666.0,547.0
602.0,112.0,116.0,506.0,302.0,8.0,0.0,664.0,455.0
602.0,112.0,116.0,506.0,302.0,8.0,0.0,664.0,242.0
557.0,102.0,203.0,116.0,104.0,2.0,5.0,657.0,1553.0
557.0,102.0,203.0,116.0,104.0,2.0,5.0,657.0,1156.0
535.0,102.0,203.0,115.0,116.0,4.0,13.0,589.0,365.0
496.0,102.0,101.0,116.0,115.0,6.0,5.0,641.0,457.0
545.0,112.0,104.0,114.0,506.0,6.0,0.0,615.0,151.0
595.0,102.0,116.0,112.0,0.0,8.0,6.0,585.0,2130.0
595.0,102.0,116.0,112.0,0.0,8.0,6.0,585.0,2099.0
542.0,102.0,203.0,115.0,0.0,1.0,5.0,620.0,791.0
542.0,102.0,203.0,115.0,0.0,1.0,5.0,620.0,1095.0
542.0,102.0,203.0,115.0,0.0,1.0,5.0,620.0,1247.0
555.0,102.0,203.0,116.0,115.0,2.0,8.0,600.0,1095.0
624.0,112.0,116.0,101.0,0.0,16.0,0.0,642.0,306.0
600.0,102.0,116.0,0.0,0.0,11.0,3.0,595.0,1430.0
523.0,102.0,101.0,112.0,116.0,8.0,7.0,599.0,365.0
523.0,102.0,101.0,112.0,116.0,8.0,7.0,599.0,275.0
523.0,102.0,101.0,112.0,116.0,8.0,7.0,599.0,396.0
685.0,302.0,0.0,0.0,0.0,9.0,0.0,697.0,426.0
580.0,112.0,101.0,116.0,114.0,13.0,0.0,623.0,395.0
627.0,112.0,506.0,0.0,0.0,7.0,0.0,647.0,973.0
560.0,102.0,101.0,112.0,0.0,5.0,7.0,603.0,942.0
560.0,102.0,101.0,112.0,0.0,5.0,7.0,603.0,548.0
699.0,0.0,0.0,0.0,0.0,10.0,0.0,715.0,759.0
660.0,112.0,0.0,0.0,0.0,7.0,0.0,610.0,761.0
651.0,112.0,116.0,114.0,0.0,9.0,0.0,680.0,1491.0
633.0,112.0,114.0,506.0,104.0,7.0,0.0,610.0,365.0
618.0,112.0,302.0,506.0,0.0,6.0,0.0,666.0,303.0
542.0,102.0,203.0,115.0,0.0,0.0,9.0,608.0,912.0
695.0,103.0,0.0,0.0,0.0,5.0,0.0,692.0,516.0
555.0,102.0,104.0,302.0,0.0,1.0,2.0,667.0,700.0
555.0,102.0,104.0,302.0,0.0,1.0,2.0,667.0,1765.0
578.0,102.0,112.0,116.0,104.0,7.0,1.0,661.0,2161.0
552.0,102.0,203.0,115.0,116.0,6.0,18.0,601.0,305.0
584.0,102.0,116.0,112.0,104.0,5.0,0.0,629.0,1004.0
694.0,506.0,0.0,0.0,0.0,11.0,0.0,698.0,1127.0
623.0,102.0,203.0,112.0,0.0,4.0,2.0,667.0,1126.0
623.0,102.0,203.0,112.0,0.0,4.0,2.0,667.0,2160.0
610.0,112.0,101.0,506.0,0.0,6.0,0.0,646.0,486.0
604.0,115.0,104.0,506.0,302.0,1.0,0.0,694.0,790.0
681.0,302.0,0.0,0.0,0.0,9.0,0.0,692.0,424.0
681.0,302.0,0.0,0.0,0.0,9.0,0.0,692.0,731.0
506.0,102.0,203.0,101.0,116.0,6.0,15.0,609.0,669.0
602.0,102.0,112.0,0.0,0.0,2.0,4.0,582.0,823.0
635.0,104.0,114.0,302.0,0.0,7.0,0.0,655.0,731.0
516.0,116.0,112.0,115.0,104.0,5.0,0.0,646.0,184.0
621.0,112.0,506.0,0.0,0.0,8.0,0.0,636.0,395.0
634.0,104.0,506.0,0.0,0.0,3.0,0.0,737.0,182.0
713.0,0.0,0.0,0.0,0.0,7.0,0.0,685.0,184.0
551.0,115.0,104.0,110.0,302.0,0.0,0.0,670.0,91.0
547.0,112.0,116.0,104.0,114.0,11.0,0.0,626.0,92.0
617.0,112.0,114.0,302.0,0.0,11.0,0.0,597.0,547.0
494.0,102.0,101.0,116.0,104.0,5.0,6.0,628.0,273.0
553.0,102.0,116.0,104.0,302.0,7.0,8.0,606.0,1004.0
553.0,102.0,116.0,104.0,302.0,7.0,8.0,606.0,1127.0
691.0,116.0,0.0,0.0,0.0,8.0,0.0,742.0,153.0
658.0,112.0,506.0,0.0,0.0,11.0,0.0,674.0,761.0
526.0,102.0,115.0,104.0,0.0,2.0,8.0,680.0,1278.0
526.0,102.0,115.0,104.0,0.0,2.0,8.0,680.0,1247.0
661.0,116.0,302.0,0.0,0.0,11.0,0.0,692.0,335.0
542.0,102.0,116.0,104.0,0.0,1.0,8.0,642.0,1734.0
668.0,506.0,0.0,0.0,0.0,14.0,0.0,656.0,669.0
605.0,102.0,112.0,104.0,0.0,7.0,0.0,664.0,335.0
523.0,102.0,203.0,115.0,116.0,2.0,8.0,630.0,975.0
534.0,102.0,112.0,116.0,104.0,3.0,6.0,576.0,975.0
514.0,102.0,203.0,115.0,104.0,2.0,6.0,676.0,243.0
634.0,116.0,0.0,0.0,0.0,9.0,0.0,694.0,91.0
564.0,102.0,116.0,104.0,0.0,2.0,9.0,609.0,1034.0
671.0,112.0,0.0,0.0,0.0,18.0,0.0,643.0,214.0
630.0,112.0,116.0,104.0,0.0,8.0,0.0,654.0,123.0
630.0,112.0,116.0,104.0,0.0,8.0,0.0,654.0,396.0
691.0,116.0,0.0,0.0,0.0,9.0,0.0,716.0,730.0
634.0,101.0,112.0,103.0,114.0,6.0,1.0,620.0,761.0
667.0,103.0,104.0,0.0,0.0,8.0,0.0,667.0,242.0
503.0,102.0,203.0,116.0,115.0,1.0,7.0,597.0,182.0
705.0,0.0,0.0,0.0,0.0,7.0,0.0,738.0,730.0
618.0,112.0,302.0,506.0,0.0,11.0,0.0,639.0,183.0
570.0,112.0,104.0,116.0,302.0,10.0,0.0,640.0,0.0
596.0,116.0,112.0,104.0,0.0,8.0,0.0,679.0,30.0
506.0,102.0,112.0,116.0,104.0,5.0,8.0,566.0,335.0
506.0,102.0,112.0,116.0,104.0,5.0,8.0,566.0,214.0
669.0,116.0,104.0,0.0,0.0,5.0,0.0,674.0,212.0
670.0,112.0,0.0,0.0,0.0,6.0,0.0,645.0,579.0
717.0,0.0,0.0,0.0,0.0,13.0,0.0,692.0,945.0
559.0,102.0,203.0,116.0,115.0,4.0,5.0,606.0,1400.0
559.0,102.0,203.0,116.0,115.0,4.0,5.0,606.0,1887.0
632.0,112.0,506.0,0.0,0.0,4.0,0.0,641.0,153.0
586.0,102.0,116.0,104.0,0.0,6.0,3.0,594.0,396.0
525.0,104.0,116.0,114.0,302.0,3.0,0.0,662.0,122.0
608.0,116.0,112.0,104.0,114.0,11.0,0.0,669.0,304.0
549.0,102.0,112.0,116.0,104.0,8.0,1.0,588.0,1279.0
637.0,104.0,115.0,0.0,0.0,2.0,0.0,681.0,365.0
609.0,115.0,104.0,302.0,0.0,2.0,0.0,719.0,1339.0
514.0,102.0,115.0,104.0,116.0,2.0,4.0,653.0,518.0
505.0,112.0,116.0,101.0,104.0,10.0,2.0,566.0,150.0
573.0,102.0,116.0,112.0,104.0,9.0,1.0,571.0,638.0
573.0,102.0,116.0,112.0,104.0,9.0,1.0,571.0,151.0
550.0,102.0,116.0,104.0,0.0,4.0,1.0,676.0,822.0
550.0,102.0,116.0,104.0,0.0,4.0,1.0,676.0,639.0
550.0,102.0,116.0,104.0,0.0,4.0,1.0,676.0,607.0
570.0,102.0,112.0,116.0,104.0,8.0,1.0,612.0,700.0
570.0,102.0,112.0,116.0,104.0,8.0,1.0,612.0,31.0
537.0,102.0,101.0,116.0,104.0,6.0,4.0,656.0,396.0
619.0,116.0,112.0,101.0,0.0,9.0,0.0,660.0,273.0
536.0,102.0,203.0,101.0,116.0,6.0,6.0,539.0,212.0
595.0,112.0,116.0,302.0,506.0,9.0,0.0,635.0,609.0
685.0,112.0,0.0,0.0,0.0,9.0,0.0,665.0,730.0
590.0,115.0,104.0,506.0,302.0,3.0,0.0,647.0,0.0
627.0,112.0,506.0,0.0,0.0,5.0,0.0,688.0,30.0
582.0,112.0,116.0,114.0,302.0,22.0,0.0,604.0,181.0
586.0,102.0,116.0,0.0,0.0,2.0,2.0,679.0,1583.0
668.0,506.0,0.0,0.0,0.0,2.0,0.0,707.0,731.0
676.0,104.0,0.0,0.0,0.0,10.0,0.0,688.0,1004.0
675.0,302.0,0.0,0.0,0.0,6.0,0.0,646.0,547.0
677.0,116.0,0.0,0.0,0.0,8.0,0.0,696.0,1035.0
524.0,102.0,203.0,116.0,115.0,1.0,4.0,666.0,2161.0
529.0,102.0,116.0,115.0,104.0,3.0,2.0,685.0,639.0
561.0,102.0,203.0,115.0,0.0,2.0,1.0,659.0,1551.0
591.0,102.0,203.0,101.0,112.0,5.0,2.0,625.0,549.0
675.0,0.0,0.0,0.0,0.0,11.0,0.0,694.0,1036.0
709.0,0.0,0.0,0.0,0.0,10.0,0.0,686.0,700.0
665.0,302.0,115.0,0.0,0.0,5.0,0.0,704.0,487.0
599.0,114.0,110.0,506.0,302.0,2.0,0.0,681.0,366.0
535.0,102.0,116.0,101.0,104.0,3.0,5.0,624.0,911.0
535.0,102.0,116.0,101.0,104.0,3.0,5.0,624.0,1003.0
651.0,112.0,114.0,302.0,0.0,6.0,0.0,639.0,245.0
673.0,0.0,0.0,0.0,0.0,8.0,0.0,648.0,214.0
662.0,302.0,104.0,0.0,0.0,5.0,0.0,688.0,485.0
531.0,102.0,101.0,116.0,112.0,9.0,2.0,614.0,608.0
531.0,102.0,101.0,116.0,112.0,9.0,2.0,614.0,546.0
648.0,112.0,302.0,0.0,0.0,9.0,0.0,648.0,1065.0
532.0,102.0,203.0,115.0,116.0,1.0,6.0,629.0,760.0
663.0,116.0,0.0,0.0,0.0,4.0,0.0,737.0,638.0
647.0,112.0,506.0,0.0,0.0,8.0,0.0,596.0,1034.0
667.0,506.0,0.0,0.0,0.0,7.0,0.0,702.0,153.0
591.0,116.0,115.0,104.0,0.0,6.0,0.0,672.0,92.0
553.0,102.0,203.0,115.0,116.0,6.0,4.0,609.0,577.0
654.0,506.0,0.0,0.0,0.0,9.0,0.0,642.0,487.0
624.0,102.0,0.0,0.0,0.0,3.0,0.0,730.0,731.0
683.0,0.0,0.0,0.0,0.0,11.0,0.0,691.0,182.0
583.0,102.0,116.0,101.0,0.0,10.0,3.0,634.0,61.0
674.0,116.0,0.0,0.0,0.0,9.0,0.0,692.0,457.0
688.0,112.0,0.0,0.0,0.0,7.0,0.0,682.0,396.0
546.0,102.0,115.0,104.0,0.0,1.0,4.0,677.0,1917.0
612.0,102.0,112.0,0.0,0.0,3.0,0.0,617.0,1704.0
604.0,115.0,104.0,101.0,506.0,5.0,0.0,650.0,62.0
549.0,102.0,203.0,115.0,104.0,0.0,12.0,600.0,2160.0
573.0,102.0,104.0,0.0,0.0,6.0,2.0,589.0,1096.0
528.0,102.0,116.0,115.0,104.0,3.0,8.0,648.0,671.0
517.0,102.0,203.0,116.0,115.0,1.0,5.0,616.0,184.0
516.0,102.0,116.0,115.0,104.0,3.0,9.0,627.0,699.0
520.0,102.0,203.0,115.0,104.0,1.0,7.0,642.0,1157.0
671.0,302.0,0.0,0.0,0.0,16.0,0.0,709.0,884.0
699.0,0.0,0.0,0.0,0.0,9.0,0.0,705.0,577.0
642.0,110.0,506.0,302.0,0.0,4.0,0.0,673.0,731.0
503.0,102.0,101.0,116.0,112.0,4.0,7.0,546.0,153.0
540.0,102.0,116.0,104.0,112.0,11.0,1.0,615.0,1003.0
555.0,102.0,112.0,116.0,104.0,9.0,4.0,565.0,607.0
625.0,112.0,506.0,302.0,0.0,6.0,0.0,632.0,334.0
692.0,112.0,0.0,0.0,0.0,7.0,0.0,699.0,731.0
661.0,116.0,302.0,0.0,0.0,17.0,0.0,653.0,455.0
583.0,102.0,112.0,302.0,0.0,6.0,0.0,619.0,823.0
663.0,104.0,0.0,0.0,0.0,10.0,0.0,712.0,0.0
561.0,102.0,116.0,104.0,0.0,10.0,8.0,589.0,761.0
561.0,102.0,116.0,104.0,0.0,10.0,8.0,589.0,852.0
561.0,102.0,116.0,104.0,0.0,10.0,8.0,589.0,761.0
712.0,0.0,0.0,0.0,0.0,6.0,0.0,740.0,608.0
674.0,104.0,0.0,0.0,0.0,8.0,0.0,720.0,759.0
564.0,102.0,101.0,116.0,104.0,7.0,3.0,586.0,334.0
622.0,104.0,302.0,506.0,0.0,6.0,0.0,661.0,120.0
591.0,112.0,116.0,506.0,0.0,13.0,0.0,629.0,30.0
643.0,102.0,0.0,0.0,0.0,18.0,0.0,682.0,699.0
636.0,104.0,506.0,0.0,0.0,6.0,0.0,703.0,304.0
657.0,104.0,302.0,0.0,0.0,6.0,0.0,667.0,457.0
529.0,102.0,115.0,116.0,104.0,3.0,2.0,677.0,669.0
596.0,102.0,116.0,104.0,0.0,8.0,0.0,624.0,730.0
525.0,102.0,203.0,116.0,101.0,5.0,8.0,595.0,1673.0
640.0,112.0,116.0,506.0,0.0,7.0,0.0,665.0,578.0
580.0,102.0,116.0,302.0,0.0,7.0,1.0,641.0,669.0
564.0,112.0,101.0,114.0,302.0,6.0,0.0,655.0,730.0
516.0,102.0,116.0,110.0,104.0,3.0,9.0,649.0,395.0
659.0,116.0,302.0,0.0,0.0,6.0,0.0,689.0,639.0
673.0,112.0,0.0,0.0,0.0,9.0,0.0,650.0,365.0
601.0,203.0,116.0,104.0,0.0,16.0,0.0,644.0,365.0
577.0,102.0,110.0,302.0,0.0,7.0,0.0,658.0,31.0
544.0,102.0,116.0,104.0,0.0,1.0,3.0,653.0,1461.0
555.0,102.0,115.0,0.0,0.0,3.0,4.0,693.0,2163.0
517.0,102.0,203.0,101.0,112.0,1.0,4.0,572.0,1734.0
657.0,506.0,0.0,0.0,0.0,11.0,0.0,680.0,426.0
546.0,102.0,101.0,112.0,116.0,8.0,3.0,578.0,274.0
553.0,102.0,116.0,104.0,0.0,2.0,1.0,703.0,823.0
527.0,102.0,203.0,115.0,110.0,1.0,10.0,629.0,822.0
661.0,506.0,302.0,0.0,0.0,7.0,0.0,701.0,547.0
634.0,506.0,115.0,0.0,0.0,4.0,0.0,733.0,547.0
602.0,104.0,101.0,302.0,506.0,15.0,0.0,672.0,791.0
679.0,114.0,506.0,0.0,0.0,12.0,0.0,666.0,121.0
662.0,112.0,0.0,0.0,0.0,20.0,0.0,629.0,1034.0
570.0,102.0,203.0,112.0,104.0,7.0,1.0,633.0,1066.0
558.0,104.0,115.0,506.0,302.0,2.0,0.0,707.0,547.0
540.0,102.0,203.0,115.0,0.0,2.0,9.0,595.0,1279.0
554.0,102.0,101.0,104.0,302.0,4.0,0.0,625.0,212.0
606.0,112.0,101.0,116.0,302.0,4.0,0.0,667.0,548.0
658.0,104.0,302.0,0.0,0.0,7.0,0.0,703.0,519.0
613.0,112.0,101.0,116.0,114.0,12.0,0.0,611.0,150.0
517.0,102.0,116.0,104.0,101.0,6.0,1.0,679.0,577.0
594.0,102.0,110.0,302.0,0.0,7.0,1.0,614.0,1858.0
538.0,102.0,203.0,110.0,116.0,0.0,7.0,614.0,1278.0
585.0,102.0,116.0,112.0,104.0,5.0,1.0,623.0,1277.0
542.0,112.0,116.0,101.0,114.0,7.0,0.0,627.0,334.0
554.0,102.0,101.0,116.0,104.0,7.0,5.0,561.0,549.0
536.0,112.0,116.0,101.0,103.0,13.0,1.0,586.0,31.0
550.0,102.0,203.0,116.0,115.0,4.0,7.0,619.0,1369.0
575.0,102.0,203.0,104.0,0.0,3.0,4.0,663.0,2160.0
534.0,102.0,203.0,115.0,104.0,3.0,5.0,633.0,2161.0
618.0,115.0,104.0,302.0,0.0,7.0,0.0,664.0,334.0
636.0,112.0,114.0,0.0,0.0,9.0,0.0,692.0,0.0
619.0,115.0,104.0,506.0,0.0,1.0,0.0,674.0,730.0
668.0,302.0,0.0,0.0,0.0,3.0,0.0,703.0,517.0
602.0,116.0,506.0,302.0,0.0,8.0,0.0,620.0,334.0
545.0,102.0,101.0,116.0,112.0,7.0,2.0,557.0,153.0
563.0,102.0,116.0,112.0,104.0,6.0,6.0,587.0,396.0
649.0,302.0,0.0,0.0,0.0,6.0,0.0,667.0,852.0
572.0,102.0,203.0,115.0,104.0,5.0,5.0,618.0,671.0
562.0,102.0,203.0,115.0,0.0,2.0,6.0,640.0,2160.0
568.0,102.0,203.0,116.0,110.0,6.0,5.0,562.0,181.0
574.0,102.0,115.0,0.0,0.0,2.0,3.0,675.0,2160.0
574.0,102.0,115.0,0.0,0.0,2.0,3.0,675.0,2160.0
648.0,104.0,302.0,506.0,0.0,14.0,0.0,663.0,943.0
648.0,104.0,302.0,506.0,0.0,14.0,0.0,663.0,334.0
658.0,302.0,0.0,0.0,0.0,8.0,0.0,681.0,577.0
555.0,102.0,203.0,115.0,302.0,2.0,7.0,631.0,974.0
555.0,102.0,203.0,115.0,302.0,2.0,7.0,631.0,943.0
555.0,102.0,203.0,115.0,302.0,2.0,7.0,631.0,1035.0
626.0,101.0,114.0,302.0,506.0,3.0,0.0,679.0,0.0
517.0,102.0,203.0,116.0,115.0,3.0,8.0,650.0,1096.0
640.0,112.0,114.0,0.0,0.0,14.0,0.0,626.0,365.0
580.0,112.0,104.0,114.0,506.0,9.0,0.0,619.0,61.0
660.0,112.0,101.0,0.0,0.0,9.0,0.0,650.0,454.0
609.0,102.0,116.0,112.0,0.0,15.0,0.0,649.0,243.0
623.0,112.0,116.0,506.0,0.0,7.0,0.0,578.0,212.0
587.0,112.0,101.0,104.0,506.0,10.0,0.0,663.0,638.0
693.0,302.0,0.0,0.0,0.0,9.0,0.0,757.0,245.0
577.0,102.0,203.0,116.0,0.0,11.0,5.0,633.0,2160.0
687.0,0.0,0.0,0.0,0.0,10.0,0.0,707.0,761.0
687.0,0.0,0.0,0.0,0.0,10.0,0.0,707.0,639.0
529.0,102.0,203.0,116.0,104.0,4.0,5.0,605.0,1277.0
687.0,104.0,0.0,0.0,0.0,7.0,0.0,650.0,699.0
656.0,104.0,115.0,0.0,0.0,6.0,0.0,680.0,396.0
557.0,102.0,203.0,115.0,0.0,1.0,2.0,652.0,457.0
607.0,112.0,104.0,506.0,0.0,6.0,0.0,611.0,61.0
645.0,112.0,114.0,0.0,0.0,12.0,0.0,697.0,243.0
676.0,302.0,0.0,0.0,0.0,7.0,0.0,708.0,395.0
673.0,104.0,0.0,0.0,0.0,7.0,0.0,688.0,609.0
624.0,104.0,506.0,115.0,0.0,5.0,0.0,690.0,579.0
494.0,102.0,101.0,104.0,116.0,9.0,7.0,560.0,151.0
633.0,115.0,104.0,0.0,0.0,7.0,0.0,662.0,1370.0
606.0,102.0,116.0,104.0,302.0,7.0,1.0,523.0,700.0
618.0,104.0,506.0,302.0,0.0,7.0,0.0,666.0,699.0
678.0,114.0,0.0,0.0,0.0,16.0,0.0,619.0,182.0
525.0,102.0,116.0,115.0,104.0,2.0,7.0,661.0,1279.0
562.0,102.0,104.0,0.0,0.0,1.0,1.0,652.0,789.0
556.0,102.0,104.0,110.0,0.0,0.0,2.0,698.0,669.0
540.0,102.0,203.0,115.0,116.0,3.0,9.0,573.0,1187.0
633.0,104.0,506.0,0.0,0.0,6.0,0.0,676.0,31.0
675.0,302.0,0.0,0.0,0.0,7.0,0.0,685.0,731.0
681.0,0.0,0.0,0.0,0.0,5.0,0.0,715.0,1675.0
590.0,112.0,104.0,114.0,506.0,10.0,0.0,610.0,547.0
